,Date,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N),Time,Species,original order,Address
319,2015-01-08,Invalid,USA,Florida,Other,Swimming after falling overboard,M,38,N,Unknown,Other,5776,Unknown
320,2015-01-06,Unprovoked,BAHAMAS,Abaco Islands,"Tahiti Beach, Elbow Cay",Snorkeling,F,34,N,16h00,Great White,5775,"Tahiti Beach, Elbow Cay, Abaco Islands, BAHAMAS"
321,2015-01-03,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Chintsa East Beach,Surfing,M,15,N,08h00,Other,5774,"Chintsa East Beach, Eastern Cape Province, SOUTH AFRICA"
322,2015-01-01,Unprovoked,USA,Florida,"Windsor Beach, Indian River County",Unknown,M,12,N,Unknown,Other,5773,"Windsor Beach, Indian River County, Florida, USA"
323,2014-12-29,Unprovoked,AUSTRALIA,New South Wales,Bherwerre Beach,Surfing,Unknown,Unknown,N,Unknown,Other,5772,"Bherwerre Beach, New South Wales, AUSTRALIA"
324,2014-12-29,Unprovoked,AUSTRALIA,Western Australia,Three Stripes near Cheynes Beach,Spearfishing,M,17,Y,Unknown,Great White,5771,"Three Stripes near Cheynes Beach, Western Australia, AUSTRALIA"
325,2014-12-28,Sea Disaster,GREECE,Other,33 nautical miles off Othonoi Island,Unknown,Unknown,Unknown,N,Unknown,Other,5770,Unknown
326,2014-12-28,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,Swimming,Unknown,Unknown,N,Unknown,Other,5769,"Durban, KwaZulu-Natal, SOUTH AFRICA"
327,2014-12-28,Unprovoked,USA,California,"Montaña de Oro State Park, San Luis Obispo County ",Surfing,M,50,N,11h30,Great White,5768,"Montaña de Oro State Park, San Luis Obispo County , California, USA"
328,2014-12-28,Provoked,AUSTRALIA,Victoria,Paradise Beach,Fishing,M,40,N,Unknown,Other,5767,"Paradise Beach, Victoria, AUSTRALIA"
329,2014-12-23,Unprovoked,JAPAN,Other,Other,Diving / Filming,M,Unknown,N,Unknown,Other,5766,Unknown
330,2014-12-15,Unprovoked,AUSTRALIA,Queensland,Rudder Reef,Spearfishing,M,17,Y,11h30,Other,5765,"Rudder Reef, Queensland, AUSTRALIA"
331,2014-12-03,Provoked,SPAIN,Granada,Off Motril,Fishing for blue sharks,M,Unknown,N,07h00,Other,5764,"Off Motril, Granada, SPAIN"
332,2014-11-29,Unprovoked,AUSTRALIA,Western Australia,"Pyramids Beach, Port Bouvard",Surfing,M,13,N,06h00,Other,5763,"Pyramids Beach, Port Bouvard, Western Australia, AUSTRALIA"
333,2014-11-20,Provoked,MAURITIUS,Cargados Carajos Shoals (St. Brandon),Other,Fishing,M,39,Y,Unknown,Other,5762,Unknown
334,2014-11-19,Boat,AUSTRALIA,Western Australia,Freo,Fishing,M,Unknown,N,Unknown,Great White,5761,"Freo, Western Australia, AUSTRALIA"
335,2014-11-17,Boat,USA,California,"Franklin Point, San Mateo County",Unknown,Unknown,Unknown,N,Unknown,Great White,5760,"Franklin Point, San Mateo County, California, USA"
336,2014-11-16,Unprovoked,USA,Florida,"Indian Harbor Beach, Brevard County",Surfing,M,44,N,13h00,Other,5759,"Indian Harbor Beach, Brevard County, Florida, USA"
337,2014-11-13,Unprovoked,USA,Hawaii,"Airplane Beach, Lahina, West Maui",Snorkeling,M,53,N,13h30,Other,5758,"Airplane Beach, Lahina, West Maui, Hawaii, USA"
338,2014-11-10,Unprovoked,AUSTRALIA,New South Wales,Moonee Beach,Surfing,M,Unknown,N,06h30,Other,5757,"Moonee Beach, New South Wales, AUSTRALIA"
339,2014-11-08,Unprovoked,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,18,N,16h30,Other,5756,"Fort Pierce Inlet State Park, St. Lucie County, Florida, USA"
340,2014-10-31,Unprovoked,USA,Hawaii,"North Kohala, Hawaii County",Surfing,F,34,N,11h00,Other,5755,"North Kohala, Hawaii County, Hawaii, USA"
341,2014-10-29,Provoked,AUSTRALIA,New South Wales,Wallabi Point,Surfing,M,20,N,18h00,Other,5754,"Wallabi Point, New South Wales, AUSTRALIA"
342,2014-10-22,Unprovoked,USA,Hawaii,"Kihei, Maui",Stand-Up Paddleboarding,F,Unknown,N,10h00,Other,5753,"Kihei, Maui, Hawaii, USA"
343,2014-10-20,Unprovoked,USA,Hawaii,"Kahului, Maui",Stand-Up Paddleboarding,M,Unknown,N,08h00,Other,5752,"Kahului, Maui, Hawaii, USA"
344,2014-10-19,Boat,USA,California,"Leadbetter Beach, Santa Barbara County",Canoeing,F,Unknown,N,Unknown,Other,5751,"Leadbetter Beach, Santa Barbara County, California, USA"
345,2014-10-18,Unprovoked,USA,Hawaii,"Maalaea, South Maui",Surfing,M,Unknown,N,11h15,Other,5750,"Maalaea, South Maui, Hawaii, USA"
346,2014-10-17,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,Surfing,F,13,N,06h30,Other,5749,"Avoca Beach, New South Wales, AUSTRALIA"
347,2014-10-14,Unprovoked,USA,South Carolina,"Hilton Head Island, Beaufort County",Standing in inner tube,F,7,N,Unknown,Bull,5748,"Hilton Head Island, Beaufort County, South Carolina, USA"
348,2014-10-12,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Body surfing or Boogie boarding,F,Unknown,N,15h30,Other,5747,"Melbourne Beach, Brevard County, Florida, USA"
349,2014-10-11,Boat,AUSTRALIA,Western Australia,"Castle Rock, north of Dunsborough",Kayaking,M,Unknown,N,17h20,Other,5746,"Castle Rock, north of Dunsborough, Western Australia, AUSTRALIA"
350,2014-10-05,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,29,N,11h30,Other,5745,"New Smyrna Beach, Volusia County, Florida, USA"
351,2014-10-07,Unprovoked,USA,Florida,"Cherie Down Park, Brevard County",Fishing,F,40,N,Unknown,Other,5744,"Cherie Down Park, Brevard County, Florida, USA"
352,2014-10-05,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,N,11h00,Other,5743,"New Smyrna Beach, Volusia County, Florida, USA"
353,2014-10-03,Boat,USA,California,Santa Barbara County,Kayaking,M,Unknown,N,14h00,Great White,5742,"Santa Barbara County, California, USA"
354,2014-10-03,Boat,USA,California,Santa Barbara County,Kayaking,M,Unknown,N,11h30,Great White,5741,"Santa Barbara County, California, USA"
355,2014-10-02,Unprovoked,USA,California,"Walls Beach, Vandenberg AFB, Santa Barbara County",Surfing,M,28,N,17h30,Other,5740,"Walls Beach, Vandenberg AFB, Santa Barbara County, California, USA"
356,2014-10-02,Unprovoked,AUSTRALIA,Western Australia,"Kelpids Beach, Wylie Bay, Esperance",Surfing,M,23,N,11h00,Great White,5739,"Kelpids Beach, Wylie Bay, Esperance, Western Australia, AUSTRALIA"
357,2014-09-21,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Unknown,N,11h30,Other,5738,"New Smyrna Beach, Volusia County, Florida, USA"
358,2014-09-12,Unprovoked,FRENCH POLYNESIA,Moorea,Tiahura Lagoon,Feeding fish,F,36,N,Unknown,Other,5737,"Tiahura Lagoon, Moorea, FRENCH POLYNESIA"
359,2014-09-13,Invalid,USA,California,"Manresa State Beach, Santa Cruz County",Surfing,M,Unknown,N,18h45,Other,5736,"Manresa State Beach, Santa Cruz County, California, USA"
360,2014-09-09,Unprovoked,AUSTRALIA,New South Wales,"Clarkes Beach, Byron Bay",Swimming,M,50,Y,10h45,Other,5735,"Clarkes Beach, Byron Bay, New South Wales, AUSTRALIA"
361,2014-09-06,Unprovoked,USA,Alabama,"Katrina Cut, Dauphin Island, Mobile County",Fishing,M,43,N,13h00,Bull,5734,"Katrina Cut, Dauphin Island, Mobile County, Alabama, USA"
362,2014-09-03,Unprovoked,USA,Massachusetts,"Manomet Point, Plymouth, Plymouth County",Kayaking,F,20,N,18h00,Great White,5733,"Manomet Point, Plymouth, Plymouth County, Massachusetts, USA"
363,2014-09-02,Provoked,USA,Florida,"Fletcher Beach, Hutchinson Island, Martin County",Fishing,M,52,N,20h00,Other,5732,"Fletcher Beach, Hutchinson Island, Martin County, Florida, USA"
364,2020-09-14,Unprovoked,SPAIN,Catalonia,Salou,Playing with an air mattress,M,16,N,Unknown,Other,5731,"Salou, Catalonia, SPAIN"
365,2014-08-31,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body surfing,F,13,N,16h40,Other,5730,"New Smyrna Beach, Volusia County, Florida, USA"
366,2014-08-29,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,17,N,Unknown,Other,5729,"Ponce Inlet, Volusia County, Florida, USA"
367,2014-08-29,Invalid,USA,Florida,"Atlantic Beach, Duval County",Unknown,Unknown,Unknown,N,16h18,Other,5728,"Atlantic Beach, Duval County, Florida, USA"
368,2014-08-28,Provoked,USA,Maryland,Assateague National Seashore,Fishing,M,33,N,Unknown,Other,5727,"Assateague National Seashore, Maryland, USA"
369,2014-08-27,Unprovoked,SPAIN,Alicante,Benidorm,Swimming,F,30,N,Unknown,Other,5726,"Benidorm, Alicante, SPAIN"
370,2014-08-27,Unprovoked,USA,North Carolina,"Figure Eight Island,  New Hanover County",Surfing,M,29,N,Unknown,Other,5725,"Figure Eight Island,  New Hanover County, North Carolina, USA"
371,2014-08-27,Unprovoked,USA,South Carolina,"Surfside Beach, Horry  County",Standing,F,Unknown,N,15h00,Other,5724,"Surfside Beach, Horry  County, South Carolina, USA"
372,2014-08-25,Provoked,USA,Florida,Apalachicola Bay,Fishing for sharks,M,Unknown,N,Unknown,Bull,5723,"Apalachicola Bay, Florida, USA"
373,2014-08-24,Unprovoked,USA,North Carolina,"Off Masonboro Island, New Hanover County",Kite boarding,Unknown,Unknown,N,Unknown,Other,5722,"Off Masonboro Island, New Hanover County, North Carolina, USA"
374,2014-08-16,Unprovoked,AUSTRALIA,Western Australia,Gnaraloo,Spearfishing,M,31,N,Unknown,Other,5721,"Gnaraloo, Western Australia, AUSTRALIA"
375,2014-08-12,Unprovoked,USA,Florida,"3 to 4 miles west of Indian Pass, Gulf County",Standing,M,Unknown,N,11h10,Bull,5720,"3 to 4 miles west of Indian Pass, Gulf County, Florida, USA"
376,2014-08-10,Unprovoked,USA,Florida,"Hallandale Beach, Broward County",Unknown,M,26,N,Unknown,Other,5719,"Hallandale Beach, Broward County, Florida, USA"
377,2014-08-09,Unprovoked,BAHAMAS,Other,Other,Spearfishing,M,Unknown,N,Unknown,Bull,5718,Unknown
378,2014-08-09,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Swimming,F,10,N,13h30,Other,5717,"Lori Wilson Park, Cocoa Beach, Brevard  County, Florida, USA"
379,2014-08-08,Unprovoked,USA,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",Swimming,M,7,N,Unknown,Bull,5716,"Lake Ponchartain off Southshore Harbor, New Orleans, Louisiana, USA"
380,2014-08-06,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Boogie boarding,M,10,N,14h00,Other,5715,"Folly Beach, Charleston County, South Carolina, USA"
381,2014-08-05,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,F,45,N,Unknown,Other,5714,"Cocoa Beach, Brevard  County, Florida, USA"
382,2014-08-02,Unprovoked,USA,Florida,"South of Cocoa Beach, Brevard County",Surfing,M,50,N,Unknown,Other,5713,"South of Cocoa Beach, Brevard County, Florida, USA"
383,2014-08-02,Unprovoked,USA,Florida,"Table Beach, Brevard County",Boogie boarding,M,8,N,13h00,Other,5712,"Table Beach, Brevard County, Florida, USA"
384,2014-08-01,Unprovoked,SOUTH AFRICA,Western Cape Province,Muizenberg,Surfing,M,20,N,14h00,Great White,5711,"Muizenberg, Western Cape Province, SOUTH AFRICA"
385,2020-08-14,Invalid,Other,Other,Other,Sea disaster,M,Unknown,Y,Unknown,Other,5710,Unknown
386,2014-07-27,Unprovoked,USA,North Carolina,"Sunset Beach, Brunswick County",Swimming,M,15.0,N,Unknown,Other,5709,"Sunset Beach, Brunswick County, North Carolina, USA"
387,2014-07-22,Unprovoked,REUNION,Saint-Leu,Other,Surfing,M,51,N,15h00,Other,5708,Unknown
388,2014-07-21,Unprovoked,USA,Florida,"Indialantic, Brevard County",Standing,M,8,N,Unknown,Other,5707,"Indialantic, Brevard County, Florida, USA"
389,2014-07-20,Unprovoked,SPAIN,Canary Islands,"Teresita, Santa Cruz, Tenerife",Wading,Unknown,Unknown,N,Unknown,Other,5706,"Teresita, Santa Cruz, Tenerife, Canary Islands, SPAIN"
390,2014-07-16,Unprovoked,USA,Hawaii,"Paia Bay, Maui",Swimming,M,61,N,17h50,Other,5705,"Paia Bay, Maui, Hawaii, USA"
391,2014-07-14,Unprovoked,USA,Florida,Okaloosa Island,Swimming,M,39,N,14h30,Other,5704,"Okaloosa Island, Florida, USA"
392,2014-07-13,Invalid,BAHAMAS,West End,Tiger Beach,Shark diving,M,63,Y,Unknown,Other,5703,"Tiger Beach, West End, BAHAMAS"
393,2014-07-12,Unprovoked,USA,North Carolina,"Masonboro Island, New Hanover County",Body surfing,M,Unknown,N,Unknown,Other,5702,"Masonboro Island, New Hanover County, North Carolina, USA"
394,2014-07-09,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,N,14h00,Other,5701,"New Smyrna Beach, Volusia County, Florida, USA"
395,2014-07-05,Provoked,USA,California,"Manhattan Beach, Los Angeles County",Swimming,M,Unknown,N,09h30,Great White,5700,"Manhattan Beach, Los Angeles County, California, USA"
396,2014-07-05,Unprovoked,USA,California,"Oceano Dunes State Beach, San Luis Obispo County",Surfing,M,Unknown,N,07h00,Other,5699,"Oceano Dunes State Beach, San Luis Obispo County, California, USA"
397,2014-07-03,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Body surfing,M,19,N,18h15,Other,5698,"Isle of Palms, Charleston County, South Carolina, USA"
398,2014-06-27,Boat,ST. MARTIN,Other,20 miles from shore,Transatlantic Rowing,M,48,N,Unknown,Great White,5697,Unknown
399,2014-06-25,Unprovoked,BAHAMAS,Abaco Islands,Other,Spearfishing,M,42,N,13h00,Other,5696,Unknown
400,2014-06-18,Unprovoked,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Surfing,M,Unknown,N,17h01,Other,5695,"Middleton Point, Fleurieu Peninsula, South Australia, AUSTRALIA"
401,2014-06-18,Unprovoked,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Body boarding,M,15,N,17h00,Other,5694,"Middleton Point, Fleurieu Peninsula, South Australia, AUSTRALIA"
402,2014-06-17,Provoked,AUSTRALIA,Western Australia,Horizontal Falls,Petting a shark,M,Unknown,N,Unknown,Other,5693,"Horizontal Falls, Western Australia, AUSTRALIA"
403,2014-06-09,Unprovoked,BRAZIL,Other,500 km off the coast of Pernambuco,Fishing,M,43,N,Unknown,Other,5692,Unknown
404,2014-06-09,Unprovoked,USA,Delaware,"Cape Henlopen State Park, Sussex County",Standing,M,16,N,17h00,Other,5691,"Cape Henlopen State Park, Sussex County, Delaware, USA"
405,2014-06-09,Unprovoked,AUSTRALIA,South Australia,"Parsons Beach,  Fleurieu Peninsula",Body boarding,M,39,N,09h45,Other,5690,"Parsons Beach,  Fleurieu Peninsula, South Australia, AUSTRALIA"
406,2014-06-08,Unprovoked,JAPAN,Atsumi peninsula,Aichi,Surfing,M,43,N,Unknown,Other,5689,"Aichi, Atsumi peninsula, JAPAN"
407,2014-06-07,Unprovoked,USA,Texas,"West Beach, Galveston",Kneeling in the water,F,14,N,Unknown,Other,5688,"West Beach, Galveston, Texas, USA"
408,2014-06-01,Unprovoked,USA,Florida,Fort Lauderdale,Swimming,F,22,N,13h30,Bull,5687,"Fort Lauderdale, Florida, USA"
409,2014-06-01,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Surfing,M,Unknown,N,Unknown,Other,5686,"Seven Mile Beach, Gerroa, New South Wales, AUSTRALIA"
410,2014-06-01,Unprovoked,USA,Palmyra Atoll,Other,Tagging sharks,F,37,N,Unknown,Other,5685,Unknown
411,2014-05-24,Unprovoked,AUSTRALIA,Queensland,Nerang River near Chevron Island,Fell into the water,F,29,N,Unknown,Bull,5684,"Nerang River near Chevron Island, Queensland, AUSTRALIA"
412,2014-05-23,Unprovoked,FRANCE,Wallis and Futuna,Wallis Island,Scuba diving,M,Unknown,N,Unknown,Other,5683,"Wallis Island, Wallis and Futuna, FRANCE"
413,2014-05-22,Provoked,AUSTRALIA,New South Wales,The Australian Shark and Ray Centre,Teasing a shark,M,10,N,Unknown,Other,5682,"The Australian Shark and Ray Centre, New South Wales, AUSTRALIA"
414,2015-11-16,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,Unknown,N,Unknown,Other,5681,"Playalinda Beach, Brevard County, Florida, USA"
415,2014-05-15,Unprovoked,USA,Florida,"Juan Ponce de León Landing, Melbourne Beach, Brevard County",Body boarding,F,38,N,11h30,Other,5680,"Juan Ponce de León Landing, Melbourne Beach, Brevard County, Florida, USA"
416,2014-05-14,Unprovoked,AUSTRALIA,South Australia,"Elliston, Eyre Peninsula",Surfing,M,35,N,09h30,Great White,5679,"Elliston, Eyre Peninsula, South Australia, AUSTRALIA"
417,2014-05-13,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Wading,F,44,N,11h00,Other,5678,"Jacksonville Beach, Duval County, Florida, USA"
418,2014-05-11,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Surfing,M,12,N,Unknown,Other,5677,"Tybee Island, Chatham County, Georgia, USA"
419,2014-05-10,Invalid,USA,Florida,"Bethel Shoals, Indian River County",Diving,M,Unknown,N,Unknown,Other,5676,"Bethel Shoals, Indian River County, Florida, USA"
420,2014-05-06,Unprovoked,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,F,40,N,15h00,Other,5675,"Coligny Beach, Hilton Head, Beaufort County, South Carolina, USA"
421,2014-05-04,Unprovoked,SOUTH AFRICA,Western Cape Province,Simonstown,Diving,Unknown,Unknown,N,Unknown,Other,5674,"Simonstown, Western Cape Province, SOUTH AFRICA"
422,2014-05-01,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,23,N,15h00,Other,5673,"New Smyrna Beach, Volusia County, Florida, USA"
423,2014-04-24,Unprovoked,AUSTRALIA,Western Australia,"South Passage, south of Coral Bay",Spearfishing,M,Unknown,N,Unknown,Other,5672,"South Passage, south of Coral Bay, Western Australia, AUSTRALIA"
424,2014-04-22,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,M,42,N,15h30,Other,5671,"Cocoa Beach, Brevard  County, Florida, USA"
425,2014-04-15,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,25,N,09h57,Other,5670,"New Smyrna Beach, Volusia County, Florida, USA"
426,2014-04-12,Boat,SOUTH AFRICA,Other,Other,Shark watching,Unknown,Unknown,N,Unknown,Great White,5669,Unknown
427,2014-04-12,Provoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Fishing,M,Unknown,N,Unknown,Other,5668,"Port Alfred, Eastern Cape Province, SOUTH AFRICA"
428,2014-04-04,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15.0,N,13h50,Other,5667,"New Smyrna Beach, Volusia County, Florida, USA"
429,2014-04-04,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15.0,N,13h30,Other,5666,"New Smyrna Beach, Volusia County, Florida, USA"
430,2014-04-03,Unprovoked,AUSTRALIA,New South Wales,Tathra,Swimming,F,63,Y,08h20,Great White,5665,"Tathra, New South Wales, AUSTRALIA"
431,2014-03-29,Invalid,AUSTRALIA,Western Australia,Off Dawesville Cut,Diving for lobsters,M,38,Y,13h30,Other,5664,"Off Dawesville Cut, Western Australia, AUSTRALIA"
432,2014-03-22,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St Johns",Swimming,M,66,Y,15h00,Other,5663,"Second Beach, Port St Johns, Eastern Cape Province, SOUTH AFRICA"
433,2014-03-22,Unprovoked,USA,Florida,Delray Beach,Kite Surfing,M,Unknown,N,Unknown,Other,5662,"Delray Beach, Florida, USA"
434,2014-03-21,Unprovoked,USA,Florida,Macarthur State Park,Surfing,M,9,N,Unknown,Other,5661,"Macarthur State Park, Florida, USA"
435,2014-03-18,Unprovoked,NEW CALEDONIA,Baie de Sainte-Marie,Other,Kite Surfing,M,42,N,17h58,Other,5660,Unknown
436,2014-03-18,Unprovoked,AUSTRALIA,Victoria,Winkipop Beach,Surfing,M,42,N,Unknown,Other,5659,"Winkipop Beach, Victoria, AUSTRALIA"
437,2014-03-18,Invalid,AUSTRALIA,New South Wales,Lennox Head,Unknown,F,10,N,17h00,Other,5658,"Lennox Head, New South Wales, AUSTRALIA"
438,2014-03-12,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Swimming,M,Unknown,N,18h00,Other,5657,"Lighthouse Beach, New South Wales, AUSTRALIA"
439,2014-03-13,Invalid,CAYMAN ISLANDS,Other,Other,Scuba diving / culling lionfish,M,Unknown,N,Unknown,Other,5656,Unknown
440,2014-03-02,Unprovoked,USA,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Surfing,M,21,N,Unknown,Other,5655,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County, Florida, USA"
441,2014-02-20,Unprovoked,FRENCH POLYNESIA,Society Islands,Huahine,Kitesurfing,M,21,N,16h00,Other,5654,"Huahine, Society Islands, FRENCH POLYNESIA"
442,2014-02-17,Boat,PAPUA NEW GUINEA,Other,Other,Sailing,M,21,N,Unknown,Other,5653,Unknown
443,2014-02-08,Unprovoked,AUSTRALIA,South Australia,"Goldsmith Beach, Yorke Peninsula",Spearfishing / Free diving,M,28,Y,12h00,Other,5652,"Goldsmith Beach, Yorke Peninsula, South Australia, AUSTRALIA"
444,2014-02-07,Provoked,TRINIDAD & TOBAGO,Trinidad,Other,Fishing,M,Unknown,N,Unknown,Other,5651,Unknown
445,2014-02-07,Unprovoked,NEW ZEALAND,South Island,Porpoise Bay,Surfing,M,28,N,20h30,Other,5650,"Porpoise Bay, South Island, NEW ZEALAND"
446,2014-01-26,Provoked,AUSTRALIA,New South Wales,Umina Beach,Fishing,M,Unknown,N,Unknown,Other,5649,"Umina Beach, New South Wales, AUSTRALIA"
447,2014-01-25,Unprovoked,NEW ZEALAND,South Island,Garden Bay near Cosy Nook,Spearfishing,M,24,N,Unknown,Other,5648,"Garden Bay near Cosy Nook, South Island, NEW ZEALAND"
448,2014-01-04,Sea Disaster,JAPAN,Okinawa Prefecture,Off Miyako Island,Sea disaster,M,31,N,Unknown,Other,5647,"Off Miyako Island, Okinawa Prefecture, JAPAN"
449,1905-07-06,Boat,NEW ZEALAND,Other,Stewart Island,Filming a documentary,Unknown,Unknown,N,Unknown,Great White,5646,Unknown
450,2013-12-25,Unprovoked,NEW CALEDONIA,North Province,"Lindéralique, Hienghène",Snorkeling,M,37,N,11h00,Bull,5645,"Lindéralique, Hienghène, North Province, NEW CALEDONIA"
451,2013-12-16,Unprovoked,SOUTH AFRICA,Western Cape Province,Die Platt,Surfing,M,19,N,08h45,Great White,5644,"Die Platt, Western Cape Province, SOUTH AFRICA"
452,2013-12-13,Unprovoked,KIRIBATI,740 miles SE of Tarawa Atoll,Other,Attempting to remove fishing net from submerged object,M,35,N,Unknown,Other,5643,Unknown
453,2013-12-11,Unprovoked,USA,Hawaii,"Ninole Bay, Hawaii County",Boogie boarding,M,29,N,08h00,Other,5642,"Ninole Bay, Hawaii County, Hawaii, USA"
454,2013-12-10,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,M,30,N,14h30,Other,5641,"Cocoa Beach, Brevard  County, Florida, USA"
455,2013-12-05,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",Surfing,M,26,N,18h15,Other,5640,"Shelly Beach, near Port Macquarie, New South Wales, AUSTRALIA"
456,2013-12-02,Unprovoked,USA,Hawaii,"Between  Makena & Molokini, Maui",Kayaking / Fishing,M,57,Y,09h00,Other,5639,"Between  Makena & Molokini, Maui, Hawaii, USA"
457,2013-11-30,Unprovoked,AUSTRALIA,New South Wales,"Riecks Point,  Campbell’s Beach, ",Body boarding,M,19,Y,14h00,Other,5638,"Riecks Point,  Campbell’s Beach, , New South Wales, AUSTRALIA"
458,2013-11-29,Unprovoked,USA,Hawaii,"Keawekapu Beach, Kihei, Maui",Snorkeling,F,58,N,13h00,Other,5637,"Keawekapu Beach, Kihei, Maui, Hawaii, USA"
459,2013-11-23,Unprovoked,AUSTRALIA,Western Australia,Gracetown,Surfing,M,35,Y,09h00,Great White,5636,"Gracetown, Western Australia, AUSTRALIA"
460,2013-11-22,Unprovoked,USA,Oregon,"Gleneden Beach, Lincoln County",Surfing,M,25,N,10h30,Great White,5635,"Gleneden Beach, Lincoln County, Oregon, USA"
461,2013-11-12,Unprovoked,AUSTRALIA,Western Australia,"Trigg Beach, Perth",Surfing,M,Unknown,N,15h00,Great White,5634,"Trigg Beach, Perth, Western Australia, AUSTRALIA"
462,2013-11-10,Provoked,BAHAMAS,Other,Off Cape Eleuthera,Shark fishing,M,77,N,11h00,Other,5633,Unknown
463,2013-11-07,Unprovoked,USA,New Jersey,"Bay Head, Ocean County",Body boarding,M,16,N,Unknown,Other,5632,"Bay Head, Ocean County, New Jersey, USA"
464,2013-11-07,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,M,Unknown,N,Unknown,Other,5631,"Floridana Beach, Brevard County, Florida, USA"
465,2013-10-31,Unprovoked,USA,Hawaii,"Kanaha Beach, Maui",Kiteboarding,M,46,N,15h19,Other,5630,"Kanaha Beach, Maui, Hawaii, USA"
466,2013-10-28,Unprovoked,AUSTRALIA,Western Australia,Turquoise Bay,Snorkeling,F,60,N,Unknown,Other,5629,"Turquoise Bay, Western Australia, AUSTRALIA"
467,2013-10-26,Unprovoked,REUNION,d’Étang-Salé,Ravine Mula,Body boarding,M,24,N,16h30,Bull,5628,"Ravine Mula, d’Étang-Salé, REUNION"
468,2013-10-26,Unprovoked,AUSTRALIA,Western Australia,"Little Island, near Hillarys",Diving for crayfish,M,Unknown,N,10h55,Great White,5627,"Little Island, near Hillarys, Western Australia, AUSTRALIA"
469,2013-10-24,Unprovoked,AUSTRALIA,New South Wales,South Narrabeen Beach,Surfing,M,41,N,18h15,Other,5626,"South Narrabeen Beach, New South Wales, AUSTRALIA"
470,2013-10-23,Unprovoked,USA,Hawaii,"Waiehu, Maui",Diving,M,45,N,15h55,Great White,5625,"Waiehu, Maui, Hawaii, USA"
471,2013-10-20,Unprovoked,USA,Hawaii,"Pila'a Beach, Kaua'i",Surfing,M,25,N,11h00,Other,5624,"Pila'a Beach, Kaua'i, Hawaii, USA"
472,2013-10-19,Unprovoked,USA,Florida,Miami Beach,Wading,M,6,N,Unknown,Other,5623,"Miami Beach, Florida, USA"
473,2013-10-11,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Albatros Point, near Jeffrey's Bay",Swimming / snorkeling,M,74,Y,11h30,Great White,5622,"Albatros Point, near Jeffrey's Bay, Eastern Cape Province, SOUTH AFRICA"
474,2013-10-08,Unprovoked,AUSTRALIA,Western Australia,"Off Poison Creek, Cape Arid",Diving for Abalone,M,55,N,10h30,Great White,5621,"Off Poison Creek, Cape Arid, Western Australia, AUSTRALIA"
475,2013-10-06,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,45,N,08h45,Great White,5620,"Bunkers, Humboldt Bay, Eureka, Humboldt County, California, USA"
