World Rank,Institution,Country,National Rank,Quality of Education Rank,Alumni Employment Rank,Quality of Faculty Rank,Research Performance Rank,Score
1572,Yantai University,China,216,0.0,0.0,0.0,1498.0,67.4
1573,Tianjin Normal University,China,217,0.0,0.0,0.0,1499.0,67.4
1574,Pontifical Catholic University of Peru,Peru,2,0.0,1294.0,0.0,1500.0,67.4
1575,Beni Suef University,Egypt,12,0.0,0.0,0.0,1502.0,67.4
1576,University of Trier,Germany,67,0.0,0.0,0.0,1504.0,67.4
1577,Iwate Medical University,Japan,95,0.0,0.0,0.0,1505.0,67.4
1578,Al-Azhar University,Egypt,13,0.0,1531.0,0.0,1506.0,67.4
1579,Glasgow Caledonian University,United Kingdom,84,0.0,0.0,0.0,1507.0,67.4
1580,University of Ni��,Serbia,3,0.0,0.0,0.0,1508.0,67.3
1581,Harokopio University,Greece,10,0.0,0.0,0.0,1509.0,67.3
1582,Indian Institute of Technology Hyderabad,India,41,0.0,0.0,0.0,1510.0,67.3
1583,Georgia Southern University,USA,299,0.0,0.0,0.0,1511.0,67.3
1584,University Paris 1 Panth??on-Sorbonne,France,67,0.0,594.0,0.0,1551.0,67.3
1585,Liaoning University,China,218,0.0,1011.0,0.0,1518.0,67.3
1586,Lithuanian University of Health Sciences,Lithuania,2,0.0,0.0,0.0,1512.0,67.3
1587,University of Fukui,Japan,96,0.0,0.0,0.0,1513.0,67.3
1588,Kongju National University,South Korea,49,0.0,0.0,0.0,1514.0,67.3
1589,Kwangwoon University,South Korea,50,0.0,0.0,0.0,1516.0,67.3
1590,National Dong Hwa University,Taiwan,29,0.0,0.0,0.0,1517.0,67.3
1591,Krasnoyarsk Science Center of the Siberian Branch of the Russian Academy of Sciences,Russia,28,0.0,0.0,0.0,1520.0,67.3
1592,Federal Rural University of Pernambuco,Brazil,44,0.0,0.0,0.0,1521.0,67.3
1593,University of Massachusetts Dartmouth,USA,300,0.0,1218.0,0.0,1523.0,67.3
1594,University of Agder,Norway,10,0.0,0.0,0.0,1522.0,67.3
1595,Aichi Medical University,Japan,97,0.0,0.0,0.0,1524.0,67.3
1596,Shahid Bahonar University of Kerman,Iran,26,0.0,0.0,0.0,1525.0,67.3
1597,University of Valpara??so,Chile,10,0.0,0.0,0.0,1526.0,67.3
1598,Kunming Medical University,China,219,0.0,0.0,0.0,1527.0,67.3
1599,Brooklyn College,USA,301,129.0,1481.0,0.0,1769.0,67.3
1600,University of Peradeniya,Sri Lanka,1,0.0,0.0,0.0,1528.0,67.3
1601,Chengdu University of Technology,China,220,0.0,0.0,0.0,1529.0,67.3
1602,Polytechnic University of Cartagena,Spain,48,0.0,0.0,0.0,1530.0,67.3
1603,Iwate University,Japan,98,0.0,0.0,0.0,1531.0,67.3
1604,Indian Institute of Management Calcutta,India,42,0.0,70.0,0.0,0.0,67.2
1605,University of Warmia and Mazury in Olsztyn,Poland,30,0.0,0.0,0.0,1533.0,67.2
1606,Shenyang Agricultural University,China,221,0.0,0.0,0.0,1534.0,67.2
1607,North University of China,China,222,0.0,0.0,0.0,1535.0,67.2
1608,Rowan University,USA,302,0.0,0.0,0.0,1536.0,67.2
1609,Wonkwang University,South Korea,51,0.0,0.0,0.0,1537.0,67.2
1610,Ariel University,Israel,8,0.0,0.0,0.0,1538.0,67.2
1611,Sechenov University,Russia,29,0.0,1483.0,0.0,1539.0,67.2
1612,Harbin University of Science and Technology,China,223,0.0,0.0,0.0,1540.0,67.2
1613,Medical University of Bia�?ystok,Poland,31,0.0,0.0,0.0,1541.0,67.2
1614,"National Institute of Technology, Tiruchirappalli",India,43,0.0,339.0,0.0,1670.0,67.2
1615,University of North Carolina Wilmington,USA,303,0.0,0.0,0.0,1542.0,67.2
1616,Gangneung-Wonju National University,South Korea,52,0.0,0.0,0.0,1543.0,67.2
1617,Laurentian University,Canada,37,0.0,432.0,0.0,1625.0,67.2
1618,University of Indonesia,Indonesia,1,0.0,671.0,0.0,1576.0,67.2
1619,"Vietnam National University, Ho Chi Minh City",Vietnam,4,0.0,0.0,0.0,1545.0,67.2
1620,Mimar Sinan Fine Arts University,Turkey,37,0.0,0.0,0.0,1546.0,67.2
1621,Nara Medical University,Japan,99,0.0,0.0,0.0,1547.0,67.2
1622,Polytechnic University of Hauts-de-France,France,68,0.0,0.0,0.0,1548.0,67.2
1623,Bharathiar University,India,44,0.0,1372.0,0.0,1552.0,67.2
1624,Ondokuz May��s University,Turkey,38,0.0,0.0,0.0,1553.0,67.2
1625,Space Research Institute of the Russian Academy of Sciences,Russia,30,0.0,0.0,265.0,1694.0,67.2
1626,Kocaeli University,Turkey,39,0.0,0.0,0.0,1554.0,67.2
1627,Yangtze University,China,224,0.0,992.0,0.0,1563.0,67.2
1628,Western Washington University,USA,304,0.0,1182.0,0.0,1558.0,67.1
1629,"California State University, Los Angeles",USA,305,0.0,783.0,0.0,1573.0,67.1
1630,University of La Rioja,Spain,49,0.0,0.0,0.0,1556.0,67.1
1631,Nelson Mandela University,South Africa,12,0.0,1279.0,0.0,1559.0,67.1
1632,Hunan University of Science and Technology,China,225,0.0,0.0,0.0,1557.0,67.1
1633,University of New Orleans,USA,306,0.0,0.0,0.0,1560.0,67.1
1634,Beijing University of Chinese Medicine,China,226,0.0,0.0,0.0,1562.0,67.1
1635,Peoples' Friendship University of Russia,Russia,31,0.0,912.0,0.0,1572.0,67.1
1636,University of South Wales,United Kingdom,85,0.0,707.0,0.0,1590.0,67.1
1637,Kingston University,United Kingdom,86,453.0,504.0,0.0,1624.0,67.1
1638,Beaux-Arts de Paris,France,69,43.0,0.0,0.0,0.0,67.1
1639,Grigore T. Popa University of Medicine and Pharmacy,Romania,8,0.0,0.0,0.0,1564.0,67.1
1640,National University of the South,Argentina,8,0.0,0.0,0.0,1565.0,67.1
1641,Irkutsk Scientific Center of the Siberian Branch of the Russian Academy of Sciences,Russia,32,0.0,0.0,0.0,1566.0,67.1
1642,University of Leoben,Austria,16,0.0,0.0,0.0,1567.0,67.1
1643,Tzu Chi University,Taiwan,30,0.0,0.0,0.0,1568.0,67.1
1644,Chapman University,USA,307,0.0,961.0,0.0,1577.0,67.1
1645,University of Kashan,Iran,27,0.0,0.0,0.0,1569.0,67.1
1646,University of Molise,Italy,60,0.0,0.0,0.0,1571.0,67.1
1647,Catholic University of the North,Chile,11,0.0,0.0,0.0,1574.0,67.1
1648,College of Charleston,USA,308,0.0,0.0,0.0,1575.0,67.1
1649,A.M. Prokhorov General Physics Institute of the Russian Academy of Sciences,Russia,33,0.0,0.0,0.0,1578.0,67.1
1650,Jackson State University,USA,309,0.0,0.0,0.0,1579.0,67.1
1651,Southern Federal University,Russia,34,0.0,0.0,0.0,1580.0,67.1
1652,Open University of Catalonia,Spain,50,0.0,0.0,202.0,0.0,67.1
1653,University of Kragujevac,Serbia,4,0.0,0.0,0.0,1581.0,67.0
1654,Thammasat University,Thailand,8,0.0,457.0,0.0,1652.0,67.0
1655,Kyorin University,Japan,100,0.0,0.0,0.0,1582.0,67.0
1656,Guangdong Medical University,China,227,0.0,0.0,0.0,1583.0,67.0
1657,Changchun University of Science and Technology,China,228,0.0,0.0,0.0,1584.0,67.0
1658,Payame Noor University,Iran,28,0.0,0.0,0.0,1585.0,67.0
1659,Shandong University of Technology,China,229,0.0,1411.0,0.0,1588.0,67.0
1660,Estonian University of Life Sciences,Estonia,3,0.0,0.0,0.0,1586.0,67.0
1661,Georgian Technical University,Georgia,3,0.0,0.0,0.0,1587.0,67.0
1662,Agricultural University of Athens,Greece,11,0.0,0.0,0.0,1589.0,67.0
1663,ISCTE �?? University Institute of Lisbon,Portugal,11,0.0,604.0,0.0,1623.0,67.0
1664,University of Qu??bec at Trois-Rivi??res,Canada,38,0.0,0.0,0.0,1592.0,67.0
1665,Transilvania University of Bra??ov,Romania,9,0.0,0.0,0.0,1593.0,67.0
1666,Homi Bhabha National Institute,India,45,0.0,0.0,0.0,1594.0,67.0
1667,Xi'an University of Architecture and Technology,China,230,0.0,924.0,0.0,1603.0,67.0
1668,Yazd University,Iran,29,0.0,0.0,0.0,1597.0,67.0
1669,Central European University,Hungary,7,0.0,0.0,0.0,1598.0,67.0
1670,Comillas Pontifical University,Spain,51,0.0,128.0,0.0,0.0,67.0
1671,Anadolu University,Turkey,40,0.0,0.0,0.0,1599.0,67.0
1672,James Madison University,USA,310,0.0,965.0,0.0,1608.0,67.0
1673,Naval Postgraduate School,USA,311,0.0,1256.0,0.0,1600.0,67.0
1674,University of Westminster,United Kingdom,87,275.0,1117.0,0.0,1643.0,67.0
1675,University of Ruhuna,Sri Lanka,2,0.0,0.0,0.0,1601.0,67.0
1676,Akita University,Japan,101,0.0,0.0,0.0,1602.0,67.0
1677,Indian Institute of Technology Bhubaneswar,India,46,0.0,0.0,0.0,1604.0,66.9
1678,Institute for Nuclear Research of the National Academy of Sciences of Ukraine,Ukraine,3,0.0,0.0,0.0,1605.0,66.9
1679,Central Queensland University,Australia,36,0.0,0.0,0.0,1606.0,66.9
1680,"Institute of Physics, Polish Academy of Sciences",Poland,32,0.0,0.0,0.0,1607.0,66.9
1681,PLA University of Science and Technology,China,231,0.0,0.0,0.0,1609.0,66.9
1682,University of Jammu,India,47,0.0,0.0,0.0,1610.0,66.9
1683,Menoufia University,Egypt,14,0.0,0.0,0.0,1611.0,66.9
1684,St. John's University,USA,312,0.0,200.0,0.0,1960.0,66.9
1685,Zhejiang Chinese Medical University,China,232,0.0,0.0,0.0,1612.0,66.9
1686,AgroSup Dijon,France,70,0.0,0.0,0.0,1613.0,66.9
1687,Catholic University of Portugal,Portugal,12,0.0,597.0,0.0,1662.0,66.9
1688,University of the West of Scotland,United Kingdom,88,0.0,1461.0,0.0,1614.0,66.9
1689,Marshall University,USA,313,436.0,386.0,0.0,1745.0,66.9
1690,Federal University of Rio Grande,Brazil,45,0.0,0.0,0.0,1615.0,66.9
1691,Pontifical Catholic University of Paran?�,Brazil,46,0.0,1519.0,0.0,1616.0,66.9
1692,Beijing Technology and Business University,China,233,0.0,809.0,0.0,1638.0,66.9
1693,Japan Advanced Institute of Science and Technology,Japan,102,0.0,0.0,0.0,1617.0,66.9
1694,Appalachian State University,USA,314,0.0,1200.0,0.0,1622.0,66.9
1695,Oslo Metropolitan University,Norway,11,0.0,0.0,0.0,1618.0,66.9
1696,University of Malta,Malta,1,0.0,0.0,0.0,1619.0,66.9
1697,South Dakota School of Mines and Technology,USA,315,131.0,0.0,0.0,1879.0,66.9
1698,University of Rajasthan,India,48,0.0,1548.0,0.0,1620.0,66.9
1699,Amrita Vishwa Vidyapeetham,India,49,0.0,0.0,0.0,1621.0,66.9
1700,"University of San Francisco, Quito",Ecuador,1,0.0,0.0,0.0,1626.0,66.9
1701,G.K. Boreskov Institute of Catalysis of the Siberian Branch of the Russian Academy of Sciences,Russia,35,0.0,0.0,0.0,1628.0,66.9
1702,University of Arkansas at Little Rock,USA,316,0.0,1221.0,0.0,1630.0,66.8
1703,BI Norwegian Business School,Norway,12,0.0,406.0,255.0,1990.0,66.8
1704,Nanchang Hangkong University,China,234,0.0,0.0,0.0,1632.0,66.8
1705,Hongik University,South Korea,53,0.0,1057.0,0.0,1642.0,66.8
1706,Urmia University,Iran,30,0.0,0.0,0.0,1633.0,66.8
1707,University of Gondar,Ethiopia,2,0.0,0.0,0.0,1634.0,66.8
1708,Saint Mary's University,Canada,39,0.0,1175.0,0.0,1639.0,66.8
1709,Henan University of Technology,China,235,0.0,0.0,0.0,1635.0,66.8
1710,Jamia Millia Islamia,India,50,0.0,0.0,0.0,1636.0,66.8
1711,University of Cassino and Southern Lazio,Italy,61,0.0,0.0,0.0,1637.0,66.8
1712,Idaho State University,USA,317,450.0,0.0,0.0,1645.0,66.8
1713,Technical University of Crete,Greece,12,0.0,0.0,0.0,1640.0,66.8
1714,Dongguan University of Technology,China,236,0.0,0.0,0.0,1641.0,66.8
1715,New Mexico Institute of Mining and Technology,USA,318,0.0,0.0,0.0,1644.0,66.8
1716,V.M. Glushkov Institute of Cybernetics of the National Academy of Sciences of Ukraine,Ukraine,4,0.0,0.0,0.0,1646.0,66.8
1717,Roskilde University,Denmark,7,0.0,0.0,0.0,1647.0,66.8
1718,Union College,USA,319,176.0,130.0,0.0,0.0,66.8
1719,Shanghai University of Electric Power,China,237,0.0,0.0,0.0,1648.0,66.8
1720,St. Marianna University School of Medicine,Japan,103,0.0,0.0,0.0,1649.0,66.8
1721,Washington and Lee University,USA,320,96.0,172.0,0.0,0.0,66.8
1722,Eski�?ehir Osmangazi University,Turkey,41,0.0,0.0,0.0,1650.0,66.8
1723,Sookmyung Women's University,South Korea,54,0.0,980.0,0.0,1657.0,66.8
1724,Mendel University in Brno,Czech Republic,9,0.0,0.0,0.0,1651.0,66.8
1725,"California State University, Sacramento",USA,321,0.0,579.0,0.0,1702.0,66.8
1726,Architectural Association School of Architecture,United Kingdom,89,49.0,0.0,0.0,0.0,66.8
1727,University of Shizuoka,Japan,104,0.0,1022.0,0.0,1661.0,66.8
1728,University of Koblenz-Landau,Germany,68,0.0,0.0,0.0,1653.0,66.7
1729,"University of Puerto Rico, R??o Piedras Campus",USA,322,0.0,0.0,0.0,1654.0,66.7
1730,Cyprus University of Technology,Cyprus,2,0.0,0.0,0.0,1655.0,66.7
1731,University of South-Eastern Norway,Norway,13,0.0,0.0,0.0,1656.0,66.7
1732,IFP School,France,71,0.0,66.0,0.0,0.0,66.7
1733,Eulji University,South Korea,55,0.0,0.0,0.0,1658.0,66.7
1734,University of the Philippines Manila,Philippines,2,0.0,876.0,0.0,1676.0,66.7
1735,Federation University Australia,Australia,37,0.0,0.0,0.0,1659.0,66.7
1736,N.N. Bogolyubov Institute for Theoretical Physics of the National Academy of Sciences of Ukraine,Ukraine,5,0.0,0.0,0.0,1660.0,66.7
1737,Diego Portales University,Chile,12,0.0,0.0,0.0,1663.0,66.7
1738,Free University of Bozen-Bolzano,Italy,62,0.0,0.0,0.0,1664.0,66.7
1739,University of La Rochelle,France,72,0.0,0.0,0.0,1665.0,66.7
1740,K?�tahya Dumlup��nar University,Turkey,42,0.0,0.0,0.0,1666.0,66.7
1741,Kyoto Institute of Technology,Japan,105,0.0,0.0,0.0,1667.0,66.7
1742,Federal University of Mato Grosso,Brazil,47,0.0,0.0,0.0,1668.0,66.7
1743,Oita University,Japan,106,0.0,0.0,0.0,1669.0,66.7
1744,Hamilton College,USA,323,75.0,337.0,0.0,0.0,66.7
1745,University of Zimbabwe,Zimbabwe,1,0.0,1059.0,0.0,1678.0,66.7
1746,Zhengzhou University of Light Industry,China,238,0.0,0.0,0.0,1671.0,66.7
1747,Suranaree University of Technology,Thailand,9,0.0,0.0,0.0,1672.0,66.7
1748,Kansai Medical University,Japan,107,0.0,0.0,0.0,1673.0,66.7
1749,Mae Fah Luang University,Thailand,10,0.0,0.0,0.0,1674.0,66.7
1750,University of Technology of Belfort-Montb??liard,France,73,0.0,0.0,0.0,1675.0,66.7
1751,Hankuk University of Foreign Studies,South Korea,56,0.0,347.0,0.0,1832.0,66.7
1752,Dokkyo Medical University,Japan,108,0.0,0.0,0.0,1680.0,66.7
1753,A.N. Nesmeyanov Institute of Organoelement Compounds of the Russian Academy of Sciences,Russia,36,0.0,0.0,0.0,1681.0,66.6
1754,Yunnan Normal University,China,239,0.0,0.0,0.0,1682.0,66.6
1755,University of Technology of Compi??gne,France,74,0.0,0.0,0.0,1683.0,66.6
1756,D?�sseldorf Art Academy,Germany,69,117.0,0.0,145.0,0.0,66.6
1757,University of Sharjah,United Arab Emirates,3,0.0,0.0,0.0,1684.0,66.6
1758,Moscow Conservatory,Russia,37,51.0,0.0,0.0,0.0,66.6
1759,A.A. Kharkevich Institute for Information Transmission Problems of the Russian Academy of Sciences,Russia,38,0.0,0.0,0.0,1685.0,66.6
1760,Humanitas University,Italy,63,0.0,0.0,0.0,1686.0,66.6
1761,Kanagawa University,Japan,109,0.0,0.0,0.0,1687.0,66.6
1762,East Tennessee State University,USA,324,0.0,0.0,0.0,1688.0,66.6
1763,University of Notre Dame Australia,Australia,38,0.0,0.0,0.0,1689.0,66.6
1764,Ludong University,China,240,0.0,0.0,0.0,1690.0,66.6
1765,China West Normal University,China,241,0.0,0.0,0.0,1691.0,66.6
1766,Hebei Agricultural University,China,242,0.0,0.0,0.0,1692.0,66.6
1767,Sanjay Gandhi Postgraduate Institute of Medical Sciences,India,51,0.0,0.0,0.0,1693.0,66.6
1768,Institut sup??rieur de l'a??ronautique et de l'espace,France,75,0.0,174.0,0.0,0.0,66.6
1769,Bah??e�?ehir University,Turkey,43,0.0,0.0,0.0,1696.0,66.6
1770,Central University of Venezuela,Venezuela,1,0.0,1468.0,0.0,1697.0,66.6
1771,Zhongnan University of Economics and Law,China,243,0.0,146.0,0.0,0.0,66.6
1772,Technological Institute of Aeronautics,Brazil,48,0.0,157.0,0.0,0.0,66.6
1773,European University Institute,Italy,64,0.0,0.0,0.0,1698.0,66.6
1774,Catholic University of Daegu,South Korea,57,0.0,0.0,0.0,1699.0,66.6
1775,Shanghai Institute of Technology,China,244,0.0,0.0,0.0,1700.0,66.6
1776,Meiji University,Japan,110,0.0,676.0,0.0,1738.0,66.6
1777,Guru Nanak Dev University,India,52,0.0,1423.0,0.0,1701.0,66.6
1778,Towson University,USA,325,0.0,791.0,0.0,1725.0,66.6
1779,National United University,Taiwan,31,0.0,0.0,0.0,1703.0,66.5
1780,Kennesaw State University,USA,326,0.0,0.0,0.0,1704.0,66.5
1781,Mid Sweden University,Sweden,15,0.0,1495.0,0.0,1706.0,66.5
1782,Manisa Celal Bayar University,Turkey,44,0.0,0.0,0.0,1705.0,66.5
1783,Polytechnic Institute of Porto,Portugal,13,0.0,0.0,0.0,1707.0,66.5
1784,Xinjiang Medical University,China,245,0.0,0.0,0.0,1708.0,66.5
1785,University of Peshawar,Pakistan,7,0.0,0.0,0.0,1709.0,66.5
1786,University of Zielona G??ra,Poland,33,0.0,0.0,0.0,1710.0,66.5
1787,University of Bialystok,Poland,34,0.0,0.0,0.0,1711.0,66.5
1788,University of Agriculture in Krakow,Poland,35,0.0,0.0,0.0,1712.0,66.5
1789,Federal University of Campina Grande,Brazil,49,0.0,0.0,0.0,1713.0,66.5
1790,"Goldsmiths, University of London",United Kingdom,90,330.0,0.0,0.0,1746.0,66.5
1791,University of Mazandaran,Iran,31,0.0,0.0,0.0,1714.0,66.5
1792,King Khalid University,Saudi Arabia,6,0.0,0.0,0.0,1715.0,66.5
1793,Nara Women's University,Japan,111,0.0,0.0,0.0,1716.0,66.5
1794,A.V. Nikolaev Institute of Inorganic Chemistry of the Siberian Branch of the Russian Academy of Sciences,Russia,39,0.0,0.0,0.0,1717.0,66.5
1795,Guilin University of Technology,China,246,0.0,0.0,0.0,1718.0,66.5
1796,Wellesley College,USA,327,0.0,679.0,0.0,1768.0,66.5
1797,Kawasaki Medical School,Japan,112,0.0,0.0,0.0,1719.0,66.5
1798,Xinyang Normal University,China,247,0.0,0.0,0.0,1720.0,66.5
1799,Franklin & Marshall College,USA,328,116.0,767.0,0.0,0.0,66.5
1800,Tunghai University,Taiwan,32,0.0,1465.0,0.0,1722.0,66.5
1801,Sichuan Normal University,China,248,0.0,0.0,0.0,1721.0,66.5
1802,Minia University,Egypt,15,0.0,0.0,0.0,1723.0,66.5
1803,University of the Philippines Diliman,Philippines,3,0.0,0.0,0.0,1724.0,66.5
1804,Federal University of Tri?�ngulo Mineiro,Brazil,50,0.0,0.0,0.0,1726.0,66.5
1805,Alfaisal University,Saudi Arabia,7,0.0,0.0,0.0,1727.0,66.4
1806,University of Winnipeg,Canada,40,0.0,0.0,0.0,1728.0,66.4
1807,Pamukkale University,Turkey,45,0.0,0.0,0.0,1729.0,66.4
1808,Chubu University,Japan,113,0.0,0.0,0.0,1730.0,66.4
1809,"Institute of Physical Chemistry, Polish Academy of Sciences",Poland,36,0.0,0.0,0.0,1731.0,66.4
1810,Kyoto Sangyo University,Japan,114,0.0,1147.0,247.0,0.0,66.4
1811,Karlstad University,Sweden,16,0.0,1187.0,0.0,1734.0,66.4
1812,Kaunas University of Technology,Lithuania,3,0.0,0.0,0.0,1732.0,66.4
1813,Federal University of Ouro Preto,Brazil,51,0.0,0.0,0.0,1733.0,66.4
1814,Xi'an Jiaotong-Liverpool University,China,249,0.0,0.0,0.0,1735.0,66.4
1815,University of Valle,Colombia,6,0.0,0.0,0.0,1736.0,66.4
1816,University of Dhaka,Bangladesh,1,0.0,0.0,0.0,1737.0,66.4
1817,University of Nova Gorica,Slovenia,3,0.0,0.0,0.0,1739.0,66.4
1818,Embry-Riddle Aeronautical University,USA,329,0.0,0.0,0.0,1740.0,66.4
1819,University of Science and Technology Houari Boumediene,Algeria,1,0.0,0.0,0.0,1741.0,66.4
1820,Autonomous University of Sinaloa,Mexico,14,0.0,0.0,0.0,1742.0,66.4
1821,National University of Comahue,Argentina,9,0.0,0.0,0.0,1743.0,66.4
1822,Bahauddin Zakariya University,Pakistan,8,0.0,0.0,0.0,1744.0,66.4
1823,Xinxiang Medical University,China,250,0.0,0.0,0.0,1747.0,66.4
1824,PETRONAS University of Technology,Malaysia,8,0.0,0.0,0.0,1748.0,66.4
1825,Industrial University of Santander,Colombia,7,0.0,0.0,0.0,1749.0,66.4
1826,Taibah University,Saudi Arabia,8,0.0,0.0,0.0,1751.0,66.4
1827,Sakarya University,Turkey,46,0.0,0.0,0.0,1752.0,66.4
1828,Guangdong Pharmaceutical University,China,251,0.0,0.0,0.0,1753.0,66.4
1829,National Defense Medical College,Japan,115,0.0,0.0,0.0,1754.0,66.4
1830,University of Toulon,France,76,0.0,0.0,0.0,1755.0,66.4
1831,University of Burgos,Spain,52,0.0,0.0,0.0,1756.0,66.4
1832,Hamad Bin Khalifa University,Qatar,2,0.0,0.0,0.0,1757.0,66.3
1833,University of Madras,India,53,429.0,522.0,0.0,1833.0,66.3
1834,Wroc�?aw University of Environmental and Life Sciences,Poland,37,0.0,0.0,0.0,1758.0,66.3
1835,University of Alaska Anchorage,USA,330,0.0,0.0,0.0,1759.0,66.3
1836,International University of Health and Welfare,Japan,116,0.0,0.0,0.0,1760.0,66.3
1837,University of Talca,Chile,13,0.0,0.0,0.0,1761.0,66.3
1838,Florida Agricultural and Mechanical University,USA,331,0.0,0.0,0.0,1762.0,66.3
1839,University of the Highlands and Islands,United Kingdom,91,0.0,0.0,0.0,1763.0,66.3
1840,Malm?? University,Sweden,17,0.0,0.0,0.0,1764.0,66.3
1841,M.M. Shemyakin and Y.A. Ovchinnikov Institute of Bioorganic Chemistry of the Russian Academy of Sciences,Russia,40,0.0,0.0,0.0,1765.0,66.3
1842,Rajiv Gandhi University of Health Sciences,India,54,0.0,0.0,0.0,1767.0,66.3
1843,"Indian Institute of Science Education and Research, Bhopal",India,55,0.0,0.0,0.0,1770.0,66.3
1844,ESCP Europe,France,77,0.0,94.0,0.0,0.0,66.3
1845,Drew University,USA,332,0.0,736.0,125.0,0.0,66.3
1846,Central South University of Forestry and Technology,China,252,0.0,0.0,0.0,1771.0,66.3
1847,Bond University,Australia,39,0.0,0.0,0.0,1772.0,66.3
1848,Annamalai University,India,56,527.0,0.0,0.0,1773.0,66.3
1849,Mediterranean University of Reggio Calabria,Italy,65,0.0,0.0,0.0,1774.0,66.3
1850,Osaka Medical College,Japan,117,0.0,0.0,0.0,1775.0,66.3
1851,Federal University of Alagoas,Brazil,52,0.0,0.0,0.0,1776.0,66.3
1852,Near East University,Northern Cyprus,1,0.0,0.0,0.0,1777.0,66.3
1853,Government College University Faisalabad,Pakistan,9,0.0,0.0,0.0,1778.0,66.3
1854,Ba�?kent University,Turkey,47,0.0,0.0,0.0,1779.0,66.3
1855,Far Eastern Federal University,Russia,41,0.0,0.0,0.0,1780.0,66.3
1856,Necmettin Erbakan University,Turkey,48,0.0,0.0,0.0,1781.0,66.3
1857,University of La R??union,France,78,0.0,0.0,0.0,1782.0,66.3
1858,"Institute of Chemical Technology, Mumbai",India,57,0.0,0.0,0.0,1783.0,66.3
1859,IHE Delft Institute for Water Education,Netherlands,14,0.0,0.0,0.0,1784.0,66.2
1860,Interdisciplinary Center Herzliya,Israel,9,0.0,520.0,0.0,1857.0,66.2
1861,University of Nigeria,Nigeria,2,0.0,1539.0,0.0,1785.0,66.2
1862,Kettering University,USA,333,0.0,86.0,0.0,0.0,66.2
1863,Linyi University,China,253,0.0,0.0,0.0,1786.0,66.2
1864,N.D. Zelinsky Institute of Organic Chemistry of the Russian Academy of Sciences,Russia,42,0.0,0.0,0.0,1787.0,66.2
1865,Cracow University of Technology,Poland,38,0.0,0.0,0.0,1788.0,66.2
1866,Benha University,Egypt,16,0.0,0.0,0.0,1789.0,66.2
1867,Le Mans University,France,79,0.0,0.0,0.0,1790.0,66.2
1868,Duquesne University,USA,334,0.0,770.0,0.0,1812.0,66.2
1869,"West Pomeranian University of Technology, Szczecin",Poland,39,0.0,0.0,0.0,1791.0,66.2
1870,Mekelle University,Ethiopia,3,0.0,0.0,0.0,1792.0,66.2
1871,Federal Rural University of Rio de Janeiro,Brazil,53,0.0,0.0,0.0,1793.0,66.2
1872,Muhimbili University of Health and Allied Sciences,Tanzania,1,0.0,0.0,0.0,1794.0,66.2
1873,Indian Institute of Technology Gandhinagar,India,58,0.0,0.0,0.0,1796.0,66.2
1874,University of Karachi,Pakistan,10,0.0,0.0,0.0,1797.0,66.2
1875,Hanbat National University,South Korea,58,0.0,0.0,0.0,1798.0,66.2
1876,College of Staten Island,USA,335,0.0,0.0,0.0,1799.0,66.2
1877,Southwest Medical University,China,254,0.0,0.0,0.0,1800.0,66.2
1878,National Yunlin University of Science and Technology,Taiwan,33,0.0,0.0,0.0,1801.0,66.2
1879,University of Northern British Columbia,Canada,41,0.0,0.0,0.0,1802.0,66.2
1880,University of Ostrava,Czech Republic,10,0.0,0.0,0.0,1803.0,66.2
1881,Sohag University,Egypt,17,0.0,0.0,0.0,1804.0,66.2
1882,Institute of Ecology (INECOL),Mexico,15,0.0,0.0,0.0,1805.0,66.2
1883,Technical University of Ostrava,Czech Republic,11,0.0,643.0,0.0,1850.0,66.2
1884,University of Richmond,USA,336,0.0,0.0,0.0,1806.0,66.2
1885,Shiraz University of Technology,Iran,32,0.0,0.0,0.0,1807.0,66.2
1886,University of Kurdistan,Iran,33,0.0,0.0,0.0,1808.0,66.1
1887,Liaoning Normal University,China,255,0.0,1119.0,0.0,1814.0,66.1
1888,J??nk??ping University,Sweden,18,0.0,1552.0,0.0,1809.0,66.1
1889,Wichita State University,USA,337,0.0,996.0,0.0,1820.0,66.1
1890,University of Roehampton,United Kingdom,92,0.0,0.0,0.0,1810.0,66.1
1891,"Indian Institute of Engineering Science and Technology, Shibpur",India,59,0.0,0.0,0.0,1813.0,66.1
1892,National Changhua University of Education,Taiwan,34,0.0,0.0,0.0,1815.0,66.1
1893,??a�? University,Turkey,49,0.0,0.0,0.0,1816.0,66.1
1894,Liaoning University of Technology,China,256,0.0,0.0,0.0,1817.0,66.1
1895,Gebze Technical University,Turkey,50,0.0,0.0,0.0,1818.0,66.1
1896,Van Y?�z?�nc?� Y��l University,Turkey,51,0.0,0.0,0.0,1819.0,66.1
1897,National Chiayi University,Taiwan,35,0.0,0.0,0.0,1821.0,66.1
1898,V.S. Sobolev Institute of Geology and Mineralogy of the Siberian Branch of the Russian Academy of Sciences,Russia,43,0.0,0.0,0.0,1822.0,66.1
1899,Technological University Dublin,Ireland,9,0.0,798.0,0.0,1847.0,66.1
1900,Kanazawa Medical University,Japan,118,0.0,0.0,0.0,1823.0,66.1
1901,Amity University,India,60,0.0,0.0,0.0,1824.0,66.1
1902,University of West Bohemia,Czech Republic,12,0.0,0.0,0.0,1825.0,66.1
1903,Jiaxing University,China,257,0.0,0.0,0.0,1826.0,66.1
