,Date,Type,Country,Area,Location,Activity,Sex,Age,Fatal (Y/N),Time,Species,original order
1118,2008-05-24,Unprovoked,MEXICO,Guerro,Playa Linda,Surfing,M,49,N,Unknown,3 m shark,4979
1119,2008-05-23,Unprovoked,MEXICO,Guerro,Pantla Beach,Surfing,M,21,Y,Unknown,2 m shark,4978
1120,2008-05-14,Unprovoked,FIJI,Yasawa Islands,Turtle Island,Night diving,M,28,Y,Unknown,Other,4977
1121,2008-05-10,Unprovoked,AUSTRALIA,Western Australia,Albany,Swimming,M,37,N,07h30,"White shark, 4m",4976
1122,2008-05-07,Unprovoked,NEW CALEDONIA,North Province,Hienghène,Fishing,M,40,N,14h00,2 small bull sharks,4975
1123,2008-05-07,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,6,N,Unknown,Other,4974
1124,2008-05-01,Provoked,SOUTH AFRICA,Other,Other,Fishing,M,24,N,Unknown,Other,4973
1125,2008-04-28,Unprovoked,MEXICO,Guerro,Troncones Beach,Surfing,M,24,Y,Unknown,Tiger shark,4972
1126,2008-04-28,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,N,11h45,4' shark,4971
1127,2008-04-27,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,N,10h30,Other,4970
1128,2008-04-26,Unprovoked,NEW CALEDONIA,North Province,Poindimié,Swimming,M,32,N,Unknown,"Bull shark, 1.8m",4969
1129,2008-04-26,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,N,09h50,Other,4968
1130,2008-04-25,Unprovoked,USA,California,"Solana Beach, San Diego County",Swimming,M,66,Y,07h00,"White shark, 12' to 15'",4967
1131,2008-04-20,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,N,08h45,Other,4966
1132,2008-04-20,Unprovoked,AUSTRALIA,New South Wales,Crescent Head,Unknown,M,-1,Unknown,Unknown,"Tiger shark, 2.3m ",4965
1133,2008-04-19,Invalid,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,Free-diving,M,-1,N,Unknown,"Tiger shark, 13' female",4964
1134,2008-04-18,Invalid,MEXICO,Quintana Roo,"Delfines Beach, Cancun",Swimming,M,32,Y,Unknown,"Reported by media as shark attack, but shark involvement prior to death was not confirmed",4963
1135,2008-04-17,Invalid,AUSTRALIA,Queensland,"Duranbah, Greenmount Beach",Surfing,M,19,N,11h00,Shark involvement not confirmed; thought to be a barracuda bite,4962
1136,2008-04-15,Unprovoked,USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,30,N,15h00,1.5' to 2' shark,4961
1137,2008-04-09,Unprovoked,FIJI,Other,Other,Spearfishing,M,-1,N,Unknown,Other,4960
1138,2008-03-25,Unprovoked,USA,Florida,"Palm Beach Shores, Palm Beach County",Wading,M,15,N,Unknown,6' shark,4959
1139,2008-04-08,Unprovoked,USA,Florida,"1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Surfing,Unknown,-1,N,Unknown,Other,4958
1140,2008-04-08,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Body boarding,M,16,Y,08h05,Bull shark,4957
1141,2008-04-03,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,M,18,N,12h00,Other,4956
1142,2008-03-28,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Fishing from surfski,M,39,N,Unknown,Other,4955
1143,2008-03-28,Unprovoked,USA,Florida,"New Smyrna Beach / Ponce Inlet, Volusia County",Surfing,M,52,N,18h50,4' to 5' shark,4954
1144,2008-03-28,Unprovoked,USA,Florida,"Near Cocoa Beach, Brevard  County",Boogie Boarding,M,-1,N,Unknown,a small shark,4953
1145,2008-03-23,Unprovoked,USA,Florida,"South of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Walking out of the water after surfing,M,13,N,11h30,2.5' shark,4952
1146,2008-03-21,Unprovoked,USA,Florida,"Beachway Avenue Approach, New Smyrna Beach, Volusia County",Wading,M,14,N,15h53,Other,4951
1147,2008-03-15,Unprovoked,USA,Florida,"Lovers Key State Park, Bonita Springs, Lee County",Jet skiing,M,8,N,Unknown,Shark involvement not confirmed,4950
1148,2008-03-07,Unprovoked,USA,California," Huntington Beach, Orange County",Surfing,M,27,N,08h00,White shark,4949
1149,2008-02-24,Unprovoked,BAHAMAS,Northern Bahamas,"Dive site known as ""The End of the Map""",Diving,M,49,Y,10h00,"A bull shark, according to some of the divers on the boat",4948
1150,2008-02-21,Unprovoked,FRENCH POLYNESIA,Society Islands,Tahiti,Spearfishing,M,26,N,Unknown,Other,4947
1151,2008-02-15,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,25,N,17h00,Other,4946
1152,2008-02-07,Unprovoked,AUSTRALIA,New South Wales,Horseshoe Bay,Surfing,F,14,N,Unknown,1 m shark,4945
1153,2008-02-06,Unprovoked,USA,Florida,"Opposite Patrick Air Force Base, Brevard County",Surf-skiing,M,-1,N,Unknown,3' shark,4944
1154,2008-01-01,Provoked,JAPAN,Tokyo Bay,Other,Diving,Unknown,-1,Unknown,Unknown,"Goblin shark, 4.2'",4943
1155,2008-01-29,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Suncoast Pirates Beach, Durban",Surf-skiing,M,42,N,Unknown,"Blacktip shark, 2m",4942
1156,2008-01-27,Provoked,AUSTRALIA,Queensland,200 km east of Coolangatta,Accidentally stood on hooked shark's tail before attempting to gut it,M,20,N,07h30,"Mako shark, 90kg",4941
1157,2008-01-19,Invalid,NEW ZEALAND,South Island,Marfells Beach,Wading,M,-1,N,Unknown,No shark involvement,4940
1158,2008-01-14,Boat,NEW ZEALAND,North Island,Omaha Beach,Attempting to chase shark out to sea,Unknown,-1,N,14h00,"Bronze whaler shark, 4m",4939
